Nombre de pièces,2010,%,2015,%,2021,%,code_insee,Ville
Ensemble,16 420,"100,0",16 171,"100,0",18 494,"100,0",83129,six-fours-les-plages
1 pièce,827,"5,0",832,"5,1",952,"5,2",83129,six-fours-les-plages
2 pièces,2 646,"16,1",2 598,"16,1",3 172,"17,2",83129,six-fours-les-plages
3 pièces,4 550,"27,7",4 565,"28,2",5 257,"28,4",83129,six-fours-les-plages
4 pièces,4 775,"29,1",4 350,"26,9",4 743,"25,6",83129,six-fours-les-plages
5 pièces ou plus,3 623,"22,1",3 825,"23,7",4 369,"23,6",83129,six-fours-les-plages
Ensemble,78 890,"100,0",81 441,"100,0",90 284,"100,0",83137,toulon
1 pièce,5 309,"6,7",5 901,"7,2",6 099,"6,8",83137,toulon
2 pièces,14 009,"17,8",15 581,"19,1",17 568,"19,5",83137,toulon
3 pièces,26 787,"34,0",27 884,"34,2",31 996,"35,4",83137,toulon
4 pièces,20 522,"26,0",20 321,"25,0",22 115,"24,5",83137,toulon
5 pièces ou plus,12 263,"15,5",11 755,"14,4",12 506,"13,9",83137,toulon
Ensemble,9 744,"100,0",11 002,"100,0",11 723,"100,0",83144,la-valette-du-var
1 pièce,568,"5,8",835,"7,6",674,"5,8",83144,la-valette-du-var
2 pièces,1 185,"12,2",1 160,"10,5",1 800,"15,4",83144,la-valette-du-var
3 pièces,2 801,"28,7",3 206,"29,1",3 410,"29,1",83144,la-valette-du-var
4 pièces,3 316,"34,0",3 450,"31,4",3 428,"29,2",83144,la-valette-du-var
5 pièces ou plus,1 874,"19,2",2 351,"21,4",2 410,"20,6",83144,la-valette-du-var
Ensemble,41 925,"100,0",43 783,"100,0",43 327,"100,0",84007,avignon
1 pièce,4 325,"10,3",4 374,"10,0",4 687,"10,8",84007,avignon
2 pièces,5 957,"14,2",6 899,"15,8",7 010,"16,2",84007,avignon
3 pièces,11 226,"26,8",12 164,"27,8",12 501,"28,9",84007,avignon
4 pièces,12 037,"28,7",11 851,"27,1",10 903,"25,2",84007,avignon
5 pièces ou plus,8 380,"20,0",8 495,"19,4",8 226,"19,0",84007,avignon
Ensemble,12 663,"100,0",12 641,"100,0",13 804,"100,0",84031,carpentras
1 pièce,467,"3,7",445,"3,5",360,"2,6",84031,carpentras
2 pièces,1 557,"12,3",1 811,"14,3",1 796,"13,0",84031,carpentras
3 pièces,3 526,"27,8",3 459,"27,4",3 944,"28,6",84031,carpentras
4 pièces,3 811,"30,1",3 717,"29,4",4 023,"29,1",84031,carpentras
5 pièces ou plus,3 301,"26,1",3 209,"25,4",3 681,"26,7",84031,carpentras
Ensemble,10 848,"100,0",11 955,"100,0",12 094,"100,0",84035,cavaillon
1 pièce,320,"2,9",457,"3,8",522,"4,3",84035,cavaillon
2 pièces,1 446,"13,3",2 064,"17,3",1 928,"15,9",84035,cavaillon
3 pièces,3 074,"28,3",3 310,"27,7",3 058,"25,3",84035,cavaillon
4 pièces,3 185,"29,4",3 310,"27,7",3 610,"29,9",84035,cavaillon
5 pièces ou plus,2 824,"26,0",2 814,"23,5",2 976,"24,6",84035,cavaillon
Ensemble,12 286,"100,0",12 698,"100,0",13 207,"100,0",84087,orange
1 pièce,532,"4,3",338,"2,7",381,"2,9",84087,orange
2 pièces,1 265,"10,3",1 368,"10,8",1 527,"11,6",84087,orange
3 pièces,2 695,"21,9",3 264,"25,7",3 190,"24,2",84087,orange
4 pièces,4 114,"33,5",3 930,"31,0",4 168,"31,6",84087,orange
5 pièces ou plus,3 681,"30,0",3 798,"29,9",3 940,"29,8",84087,orange
Ensemble,8 174,"100,0",8 781,"100,0",9 472,"100,0",84089,pertuis
1 pièce,290,"3,5",333,"3,8",377,"4,0",84089,pertuis
2 pièces,1 252,"15,3",1 526,"17,4",1 620,"17,1",84089,pertuis
3 pièces,1 876,"23,0",1 881,"21,4",2 407,"25,4",84089,pertuis
4 pièces,2 368,"29,0",2 459,"28,0",2 293,"24,2",84089,pertuis
5 pièces ou plus,2 387,"29,2",2 582,"29,4",2 775,"29,3",84089,pertuis
Ensemble,8 600,"100,0",9 259,"100,0",10 837,"100,0",85047,challans
1 pièce,208,"2,4",121,"1,3",178,"1,6",85047,challans
2 pièces,899,"10,5",804,"8,7",1 221,"11,3",85047,challans
3 pièces,1 767,"20,6",2 002,"21,6",2 397,"22,1",85047,challans
4 pièces,2 534,"29,5",2 715,"29,3",3 092,"28,5",85047,challans
5 pièces ou plus,3 191,"37,1",3 618,"39,1",3 949,"36,4",85047,challans
Ensemble,7 496,"100,0",8 187,"100,0",8 848,"100,0",85146,montaigu-vendee
1 pièce,197,"2,6",311,"3,8",301,"3,4",85146,montaigu-vendee
2 pièces,500,"6,7",548,"6,7",666,"7,5",85146,montaigu-vendee
3 pièces,941,"12,6",1 080,"13,2",1 198,"13,5",85146,montaigu-vendee
4 pièces,1 809,"24,1",1 985,"24,2",2 294,"25,9",85146,montaigu-vendee
5 pièces ou plus,4 049,"54,0",4 263,"52,1",4 389,"49,6",85146,montaigu-vendee
Ensemble,25 671,"100,0",26 924,"100,0",28 313,"100,0",85191,la-roche-sur-yon
1 pièce,2 365,"9,2",2 270,"8,4",2 518,"8,9",85191,la-roche-sur-yon
2 pièces,3 646,"14,2",4 054,"15,1",4 589,"16,2",85191,la-roche-sur-yon
3 pièces,5 004,"19,5",5 361,"19,9",5 952,"21,0",85191,la-roche-sur-yon
4 pièces,6 150,"24,0",6 692,"24,9",6 605,"23,3",85191,la-roche-sur-yon
5 pièces ou plus,8 505,"33,1",8 547,"31,7",8 650,"30,6",85191,la-roche-sur-yon
Ensemble,20 854,"100,0",21 945,"100,0",25 595,"100,0",85194,les-sables-d-olonne
1 pièce,741,"3,6",999,"4,6",848,"3,3",85194,les-sables-d-olonne
2 pièces,2 274,"10,9",2 675,"12,2",3 238,"12,7",85194,les-sables-d-olonne
3 pièces,5 224,"25,1",5 218,"23,8",6 147,"24,0",85194,les-sables-d-olonne
4 pièces,6 464,"31,0",6 165,"28,1",7 479,"29,2",85194,les-sables-d-olonne
5 pièces ou plus,6 151,"29,5",6 888,"31,4",7 883,"30,8",85194,les-sables-d-olonne
Ensemble,15 640,"100,0",15 698,"100,0",15 776,"100,0",86066,chatellerault
1 pièce,633,"4,0",683,"4,4",677,"4,3",86066,chatellerault
2 pièces,1 851,"11,8",1 773,"11,3",1 805,"11,4",86066,chatellerault
3 pièces,3 902,"24,9",3 664,"23,3",3 863,"24,5",86066,chatellerault
4 pièces,4 653,"29,8",4 452,"28,4",4 351,"27,6",86066,chatellerault
5 pièces ou plus,4 601,"29,4",5 126,"32,7",5 081,"32,2",86066,chatellerault
Ensemble,47 839,"100,0",48 270,"100,0",50 099,"100,0",86194,poitiers
1 pièce,8 811,"18,4",8 979,"18,6",9 315,"18,6",86194,poitiers
2 pièces,10 601,"22,2",10 388,"21,5",11 291,"22,5",86194,poitiers
3 pièces,10 600,"22,2",11 171,"23,1",11 460,"22,9",86194,poitiers
4 pièces,8 778,"18,3",8 909,"18,5",8 934,"17,8",86194,poitiers
5 pièces ou plus,9 047,"18,9",8 824,"18,3",9 099,"18,2",86194,poitiers
Ensemble,73 725,"100,0",72 876,"100,0",73 071,"100,0",87085,limoges
1 pièce,8 148,"11,1",7 849,"10,8",7 821,"10,7",87085,limoges
2 pièces,14 251,"19,3",15 306,"21,0",15 148,"20,7",87085,limoges
3 pièces,19 615,"26,6",19 132,"26,3",19 253,"26,3",87085,limoges
4 pièces,17 419,"23,6",16 269,"22,3",16 315,"22,3",87085,limoges
5 pièces ou plus,14 292,"19,4",14 320,"19,6",14 535,"19,9",87085,limoges
Ensemble,15 885,"100,0",15 679,"100,0",16 054,"100,0",88160,epinal
1 pièce,1 165,"7,3",1 060,"6,8",965,"6,0",88160,epinal
2 pièces,2 709,"17,1",2 689,"17,2",2 568,"16,0",88160,epinal
3 pièces,4 033,"25,4",4 082,"26,0",4 203,"26,2",88160,epinal
4 pièces,3 806,"24,0",3 483,"22,2",3 738,"23,3",88160,epinal
5 pièces ou plus,4 173,"26,3",4 366,"27,8",4 580,"28,5",88160,epinal
Ensemble,17 541,"100,0",16 951,"100,0",17 833,"100,0",89024,auxerre
1 pièce,1 210,"6,9",1 227,"7,2",1 256,"7,0",89024,auxerre
2 pièces,3 055,"17,4",2 928,"17,3",3 192,"17,9",89024,auxerre
3 pièces,5 149,"29,4",4 755,"28,1",5 012,"28,1",89024,auxerre
4 pièces,4 186,"23,9",4 228,"24,9",4 532,"25,4",89024,auxerre
5 pièces ou plus,3 940,"22,5",3 813,"22,5",3 842,"21,5",89024,auxerre
Ensemble,12 040,"100,0",12 552,"100,0",13 009,"100,0",89387,sens
1 pièce,916,"7,6",877,"7,0",728,"5,6",89387,sens
2 pièces,2 259,"18,8",2 512,"20,0",2 822,"21,7",89387,sens
3 pièces,3 324,"27,6",3 666,"29,2",3 799,"29,2",89387,sens
4 pièces,3 185,"26,5",3 019,"24,1",2 998,"23,0",89387,sens
5 pièces ou plus,2 356,"19,6",2 478,"19,7",2 661,"20,5",89387,sens
Ensemble,24 770,"100,0",24 673,"100,0",23 319,"100,0",90010,belfort
1 pièce,2 201,"8,9",1 920,"7,8",1 905,"8,2",90010,belfort
2 pièces,4 207,"17,0",3 938,"16,0",3 968,"17,0",90010,belfort
3 pièces,7 726,"31,2",7 786,"31,6",7 267,"31,2",90010,belfort
4 pièces,6 233,"25,2",6 357,"25,8",5 652,"24,2",90010,belfort
5 pièces ou plus,4 402,"17,8",4 672,"18,9",4 527,"19,4",90010,belfort
Ensemble,11 907,"100,0",13 045,"100,0",14 475,"100,0",91027,athis-mons
1 pièce,594,"5,0",781,"6,0",898,"6,2",91027,athis-mons
2 pièces,1 802,"15,1",2 420,"18,5",2 649,"18,3",91027,athis-mons
3 pièces,3 358,"28,2",3 776,"28,9",4 438,"30,7",91027,athis-mons
4 pièces,3 531,"29,7",3 457,"26,5",3 825,"26,4",91027,athis-mons
5 pièces ou plus,2 623,"22,0",2 612,"20,0",2 667,"18,4",91027,athis-mons
Ensemble,9 047,"100,0",10 514,"100,0",11 178,"100,0",91103,bretigny-sur-orge
1 pièce,761,"8,4",815,"7,8",803,"7,2",91103,bretigny-sur-orge
2 pièces,993,"11,0",1 520,"14,5",1 890,"16,9",91103,bretigny-sur-orge
3 pièces,2 260,"25,0",2 547,"24,2",2 839,"25,4",91103,bretigny-sur-orge
4 pièces,2 657,"29,4",2 658,"25,3",2 754,"24,6",91103,bretigny-sur-orge
5 pièces ou plus,2 377,"26,3",2 973,"28,3",2 891,"25,9",91103,bretigny-sur-orge
Ensemble,10 290,"100,0",10 439,"100,0",10 711,"100,0",91114,brunoy
1 pièce,473,"4,6",488,"4,7",503,"4,7",91114,brunoy
2 pièces,1 071,"10,4",1 056,"10,1",1 320,"12,3",91114,brunoy
3 pièces,2 619,"25,5",2 468,"23,6",2 466,"23,0",91114,brunoy
4 pièces,2 673,"26,0",2 924,"28,0",2 835,"26,5",91114,brunoy
5 pièces ou plus,3 455,"33,6",3 503,"33,6",3 588,"33,5",91114,brunoy
Ensemble,17 151,"100,0",19 990,"100,0",21 268,"100,0",91174,corbeil-essonnes
1 pièce,1 732,"10,1",1 686,"8,4",2 296,"10,8",91174,corbeil-essonnes
2 pièces,3 969,"23,1",5 149,"25,8",5 371,"25,3",91174,corbeil-essonnes
3 pièces,5 066,"29,5",5 857,"29,3",6 379,"30,0",91174,corbeil-essonnes
4 pièces,3 563,"20,8",4 115,"20,6",3 979,"18,7",91174,corbeil-essonnes
5 pièces ou plus,2 821,"16,5",3 184,"15,9",3 242,"15,2",91174,corbeil-essonnes
Ensemble,11 014,"100,0",11 276,"100,0",11 745,"100,0",91201,draveil
1 pièce,443,"4,0",494,"4,4",514,"4,4",91201,draveil
2 pièces,1 247,"11,3",1 204,"10,7",1 234,"10,5",91201,draveil
3 pièces,2 614,"23,7",2 489,"22,1",2 831,"24,1",91201,draveil
4 pièces,2 936,"26,7",3 161,"28,0",3 109,"26,5",91201,draveil
5 pièces ou plus,3 774,"34,3",3 927,"34,8",4 057,"34,5",91201,draveil
Ensemble,9 329,"100,0",9 912,"100,0",10 763,"100,0",91223,etampes
1 pièce,810,"8,7",774,"7,8",858,"8,0",91223,etampes
2 pièces,1 991,"21,3",2 083,"21,0",2 296,"21,3",91223,etampes
3 pièces,2 525,"27,1",2 773,"28,0",2 936,"27,3",91223,etampes
4 pièces,2 166,"23,2",2 329,"23,5",2 511,"23,3",91223,etampes
5 pièces ou plus,1 837,"19,7",1 952,"19,7",2 163,"20,1",91223,etampes
Ensemble,24 333,"100,0",25 055,"100,0",26 645,"100,0",91228,evry-courcouronnes
1 pièce,2 605,"10,7",2 775,"11,1",3 610,"13,5",91228,evry-courcouronnes
2 pièces,3 733,"15,3",3 705,"14,8",4 104,"15,4",91228,evry-courcouronnes
3 pièces,6 846,"28,1",7 395,"29,5",7 750,"29,1",91228,evry-courcouronnes
4 pièces,6 724,"27,6",6 653,"26,6",6 567,"24,6",91228,evry-courcouronnes
5 pièces ou plus,4 424,"18,2",4 528,"18,1",4 614,"17,3",91228,evry-courcouronnes
Ensemble,8 065,"100,0",8 318,"100,0",10 117,"100,0",91272,gif-sur-yvette
1 pièce,430,"5,3",581,"7,0",1 569,"15,5",91272,gif-sur-yvette
2 pièces,806,"10,0",887,"10,7",952,"9,4",91272,gif-sur-yvette
3 pièces,1 467,"18,2",1 266,"15,2",1 607,"15,9",91272,gif-sur-yvette
4 pièces,1 286,"16,0",1 490,"17,9",1 648,"16,3",91272,gif-sur-yvette
5 pièces ou plus,4 076,"50,5",4 093,"49,2",4 341,"42,9",91272,gif-sur-yvette
Ensemble,8 785,"100,0",9 045,"100,0",9 240,"100,0",91286,grigny
1 pièce,659,"7,5",861,"9,5",1 046,"11,3",91286,grigny
2 pièces,1 423,"16,2",1 319,"14,6",1 461,"15,8",91286,grigny
3 pièces,1 822,"20,7",2 014,"22,3",2 188,"23,7",91286,grigny
4 pièces,2 521,"28,7",2 754,"30,5",2 515,"27,2",91286,grigny
5 pièces ou plus,2 360,"26,9",2 097,"23,2",2 029,"22,0",91286,grigny
Ensemble,8 823,"100,0",8 728,"100,0",8 862,"100,0",91345,longjumeau
1 pièce,747,"8,5",594,"6,8",598,"6,7",91345,longjumeau
2 pièces,1 233,"14,0",1 256,"14,4",1 362,"15,4",91345,longjumeau
3 pièces,2 473,"28,0",2 386,"27,3",2 514,"28,4",91345,longjumeau
4 pièces,2 401,"27,2",2 342,"26,8",2 280,"25,7",91345,longjumeau
5 pièces ou plus,1 969,"22,3",2 150,"24,6",2 109,"23,8",91345,longjumeau
Ensemble,17 506,"100,0",20 677,"100,0",22 837,"100,0",91377,massy
1 pièce,1 154,"6,6",1 702,"8,2",2 569,"11,2",91377,massy
2 pièces,2 853,"16,3",3 419,"16,5",3 563,"15,6",91377,massy
3 pièces,5 775,"33,0",6 873,"33,2",7 559,"33,1",91377,massy
4 pièces,4 927,"28,1",5 355,"25,9",5 903,"25,8",91377,massy
5 pièces ou plus,2 797,"16,0",3 328,"16,1",3 243,"14,2",91377,massy
Ensemble,9 036,"100,0",9 277,"100,0",9 373,"100,0",91421,montgeron
1 pièce,412,"4,6",485,"5,2",483,"5,2",91421,montgeron
2 pièces,1 098,"12,1",1 220,"13,2",1 124,"12,0",91421,montgeron
3 pièces,2 035,"22,5",1 990,"21,5",2 032,"21,7",91421,montgeron
4 pièces,2 503,"27,7",2 540,"27,4",2 519,"26,9",91421,montgeron
5 pièces ou plus,2 988,"33,1",3 042,"32,8",3 214,"34,3",91421,montgeron
Ensemble,8 410,"100,0",8 394,"100,0",8 248,"100,0",91434,morsang-sur-orge
1 pièce,263,"3,1",169,"2,0",213,"2,6",91434,morsang-sur-orge
2 pièces,767,"9,1",848,"10,1",786,"9,5",91434,morsang-sur-orge
3 pièces,2 214,"26,3",2 171,"25,9",2 300,"27,9",91434,morsang-sur-orge
4 pièces,2 452,"29,2",2 321,"27,7",2 188,"26,5",91434,morsang-sur-orge
5 pièces ou plus,2 714,"32,3",2 885,"34,4",2 761,"33,5",91434,morsang-sur-orge
Ensemble,12 185,"100,0",13 828,"100,0",15 670,"100,0",91477,palaiseau
1 pièce,744,"6,1",1 093,"7,9",2 097,"13,4",91477,palaiseau
2 pièces,1 762,"14,5",2 124,"15,4",2 521,"16,1",91477,palaiseau
3 pièces,3 053,"25,1",3 726,"26,9",3 917,"25,0",91477,palaiseau
4 pièces,2 864,"23,5",3 208,"23,2",3 234,"20,6",91477,palaiseau
5 pièces ou plus,3 762,"30,9",3 676,"26,6",3 901,"24,9",91477,palaiseau
Ensemble,10 695,"100,0",10 814,"100,0",11 388,"100,0",91521,ris-orangis
1 pièce,265,"2,5",352,"3,3",448,"3,9",91521,ris-orangis
2 pièces,1 340,"12,5",1 423,"13,2",1 565,"13,7",91521,ris-orangis
3 pièces,2 977,"27,8",3 452,"31,9",3 474,"30,5",91521,ris-orangis
4 pièces,3 556,"33,3",3 056,"28,3",3 315,"29,1",91521,ris-orangis
5 pièces ou plus,2 556,"23,9",2 530,"23,4",2 585,"22,7",91521,ris-orangis
Ensemble,13 966,"100,0",14 514,"100,0",14 926,"100,0",91549,sainte-genevieve-des-bois
1 pièce,626,"4,5",760,"5,2",748,"5,0",91549,sainte-genevieve-des-bois
2 pièces,1 938,"13,9",1 499,"10,3",1 744,"11,7",91549,sainte-genevieve-des-bois
3 pièces,3 294,"23,6",3 550,"24,5",3 825,"25,6",91549,sainte-genevieve-des-bois
4 pièces,3 768,"27,0",4 194,"28,9",4 038,"27,1",91549,sainte-genevieve-des-bois
5 pièces ou plus,4 341,"31,1",4 511,"31,1",4 571,"30,6",91549,sainte-genevieve-des-bois
Ensemble,8 262,"100,0",8 379,"100,0",8 896,"100,0",91570,saint-michel-sur-orge
1 pièce,433,"5,2",527,"6,3",462,"5,2",91570,saint-michel-sur-orge
2 pièces,1 016,"12,3",1 025,"12,2",1 149,"12,9",91570,saint-michel-sur-orge
3 pièces,2 166,"26,2",2 086,"24,9",2 207,"24,8",91570,saint-michel-sur-orge
4 pièces,2 512,"30,4",2 530,"30,2",2 604,"29,3",91570,saint-michel-sur-orge
5 pièces ou plus,2 135,"25,8",2 210,"26,4",2 474,"27,8",91570,saint-michel-sur-orge
Ensemble,15 252,"100,0",15 035,"100,0",15 609,"100,0",91589,savigny-sur-orge
1 pièce,1 225,"8,0",1 214,"8,1",1 309,"8,4",91589,savigny-sur-orge
2 pièces,1 905,"12,5",2 151,"14,3",2 379,"15,2",91589,savigny-sur-orge
3 pièces,3 417,"22,4",3 322,"22,1",3 572,"22,9",91589,savigny-sur-orge
4 pièces,3 917,"25,7",3 519,"23,4",3 347,"21,4",91589,savigny-sur-orge
5 pièces ou plus,4 788,"31,4",4 829,"32,1",5 002,"32,0",91589,savigny-sur-orge
Ensemble,10 019,"100,0",11 504,"100,0",11 804,"100,0",91657,vigneux-sur-seine
1 pièce,337,"3,4",573,"5,0",541,"4,6",91657,vigneux-sur-seine
2 pièces,1 158,"11,6",1 561,"13,6",1 575,"13,3",91657,vigneux-sur-seine
3 pièces,3 132,"31,3",3 515,"30,6",3 767,"31,9",91657,vigneux-sur-seine
4 pièces,2 828,"28,2",3 185,"27,7",3 138,"26,6",91657,vigneux-sur-seine
5 pièces ou plus,2 564,"25,6",2 671,"23,2",2 782,"23,6",91657,vigneux-sur-seine
Ensemble,13 082,"100,0",12 677,"100,0",13 008,"100,0",91687,viry-chatillon
1 pièce,721,"5,5",710,"5,6",678,"5,2",91687,viry-chatillon
2 pièces,1 948,"14,9",2 105,"16,6",2 124,"16,3",91687,viry-chatillon
3 pièces,4 051,"31,0",3 630,"28,6",3 799,"29,2",91687,viry-chatillon
4 pièces,3 484,"26,6",3 362,"26,5",3 511,"27,0",91687,viry-chatillon
5 pièces ou plus,2 878,"22,0",2 870,"22,6",2 896,"22,3",91687,viry-chatillon
Ensemble,11 740,"100,0",11 923,"100,0",12 028,"100,0",91691,yerres
1 pièce,521,"4,4",460,"3,9",431,"3,6",91691,yerres
2 pièces,1 163,"9,9",1 125,"9,4",1 271,"10,6",91691,yerres
3 pièces,3 144,"26,8",3 281,"27,5",3 104,"25,8",91691,yerres
4 pièces,3 133,"26,7",3 116,"26,1",3 184,"26,5",91691,yerres
5 pièces ou plus,3 778,"32,2",3 941,"33,1",4 037,"33,6",91691,yerres
Ensemble,9 187,"100,0",9 330,"100,0",9 803,"100,0",91692,les-ulis
1 pièce,518,"5,6",421,"4,5",542,"5,5",91692,les-ulis
2 pièces,984,"10,7",1 316,"14,1",1 328,"13,5",91692,les-ulis
3 pièces,3 010,"32,8",2 996,"32,1",3 178,"32,4",91692,les-ulis
4 pièces,3 091,"33,6",3 029,"32,5",3 175,"32,4",91692,les-ulis
5 pièces ou plus,1 585,"17,2",1 568,"16,8",1 581,"16,1",91692,les-ulis
Ensemble,25 502,"100,0",26 214,"100,0",27 478,"100,0",92002,antony
1 pièce,1 867,"7,3",1 814,"6,9",2 286,"8,3",92002,antony
2 pièces,3 373,"13,2",3 864,"14,7",4 089,"14,9",92002,antony
3 pièces,7 304,"28,6",7 143,"27,2",7 492,"27,3",92002,antony
4 pièces,5 963,"23,4",6 095,"23,3",6 038,"22,0",92002,antony
5 pièces ou plus,6 996,"27,4",7 298,"27,8",7 574,"27,6",92002,antony
Ensemble,35 669,"100,0",38 017,"100,0",39 799,"100,0",92004,asnieres-sur-seine
1 pièce,4 620,"13,0",5 392,"14,2",5 572,"14,0",92004,asnieres-sur-seine
2 pièces,10 027,"28,1",10 385,"27,3",10 575,"26,6",92004,asnieres-sur-seine
3 pièces,10 216,"28,6",11 301,"29,7",11 834,"29,7",92004,asnieres-sur-seine
4 pièces,6 736,"18,9",6 725,"17,7",7 388,"18,6",92004,asnieres-sur-seine
5 pièces ou plus,4 070,"11,4",4 214,"11,1",4 430,"11,1",92004,asnieres-sur-seine
Ensemble,15 893,"100,0",16 202,"100,0",17 966,"100,0",92007,bagneux
1 pièce,782,"4,9",779,"4,8",1 084,"6,0",92007,bagneux
2 pièces,3 803,"23,9",3 859,"23,8",4 137,"23,0",92007,bagneux
3 pièces,5 539,"34,9",5 744,"35,5",6 517,"36,3",92007,bagneux
4 pièces,3 849,"24,2",4 219,"26,0",4 308,"24,0",92007,bagneux
5 pièces ou plus,1 920,"12,1",1 600,"9,9",1 920,"10,7",92007,bagneux
Ensemble,12 582,"100,0",12 506,"100,0",13 538,"100,0",92009,bois-colombes
1 pièce,1 533,"12,2",1 428,"11,4",1 797,"13,3",92009,bois-colombes
2 pièces,3 100,"24,6",3 107,"24,8",3 469,"25,6",92009,bois-colombes
3 pièces,3 643,"29,0",3 667,"29,3",3 743,"27,7",92009,bois-colombes
4 pièces,2 173,"17,3",2 187,"17,5",2 195,"16,2",92009,bois-colombes
5 pièces ou plus,2 134,"17,0",2 117,"16,9",2 333,"17,2",92009,bois-colombes
Ensemble,55 695,"100,0",57 749,"100,0",59 280,"100,0",92012,boulogne-billancourt
1 pièce,9 668,"17,4",10 766,"18,6",10 225,"17,2",92012,boulogne-billancourt
2 pièces,16 521,"29,7",16 673,"28,9",17 223,"29,1",92012,boulogne-billancourt
3 pièces,15 000,"26,9",15 478,"26,8",15 588,"26,3",92012,boulogne-billancourt
4 pièces,8 533,"15,3",8 704,"15,1",9 504,"16,0",92012,boulogne-billancourt
5 pièces ou plus,5 973,"10,7",6 128,"10,6",6 740,"11,4",92012,boulogne-billancourt
Ensemble,9 001,"100,0",9 029,"100,0",9 178,"100,0",92014,bourg-la-reine
1 pièce,1 148,"12,8",996,"11,0",1 020,"11,1",92014,bourg-la-reine
2 pièces,1 683,"18,7",1 605,"17,8",1 624,"17,7",92014,bourg-la-reine
3 pièces,2 415,"26,8",2 431,"26,9",2 446,"26,7",92014,bourg-la-reine
4 pièces,1 743,"19,4",1 888,"20,9",1 844,"20,1",92014,bourg-la-reine
5 pièces ou plus,2 012,"22,4",2 109,"23,4",2 244,"24,4",92014,bourg-la-reine
Ensemble,13 111,"100,0",13 757,"100,0",15 000,"100,0",92019,chatenay-malabry
1 pièce,880,"6,7",1 206,"8,8",1 092,"7,3",92019,chatenay-malabry
2 pièces,2 668,"20,4",2 805,"20,4",3 148,"21,0",92019,chatenay-malabry
3 pièces,4 664,"35,6",4 480,"32,6",4 944,"33,0",92019,chatenay-malabry
4 pièces,2 804,"21,4",3 053,"22,2",3 443,"23,0",92019,chatenay-malabry
5 pièces ou plus,2 094,"16,0",2 213,"16,1",2 373,"15,8",92019,chatenay-malabry
Ensemble,14 379,"100,0",16 439,"100,0",17 005,"100,0",92020,chatillon
1 pièce,1 438,"10,0",1 882,"11,5",2 421,"14,2",92020,chatillon
2 pièces,3 170,"22,0",3 785,"23,0",3 527,"20,7",92020,chatillon
3 pièces,4 900,"34,1",5 371,"32,7",5 346,"31,4",92020,chatillon
4 pièces,2 986,"20,8",3 142,"19,1",3 295,"19,4",92020,chatillon
5 pièces ou plus,1 884,"13,1",2 259,"13,7",2 416,"14,2",92020,chatillon
Ensemble,21 722,"100,0",21 939,"100,0",23 544,"100,0",92023,clamart
1 pièce,1 560,"7,2",1 661,"7,6",2 215,"9,4",92023,clamart
2 pièces,4 302,"19,8",4 123,"18,8",4 710,"20,0",92023,clamart
3 pièces,6 450,"29,7",6 692,"30,5",6 838,"29,0",92023,clamart
4 pièces,4 750,"21,9",4 791,"21,8",5 016,"21,3",92023,clamart
