Nombre d'enfants,2010,%,2015,%.1,2021,%.2,code_insee,Ville
3 enfants,1283,"8,0",1218,"7,8",1373,"8,7",26362,valence
4 enfants ou plus,501,"3,1",594,"3,8",514,"3,3",26362,valence
Ensemble,12586,"100,0",12019,"100,0",11436,"100,0",27229,evreux
Aucun enfant,5196,"41,3",4999,"41,6",4805,"42,0",27229,evreux
1 enfant,3396,"27,0",3264,"27,2",3027,"26,5",27229,evreux
2 enfants,2385,"19,0",2176,"18,1",1997,"17,5",27229,evreux
3 enfants,996,"7,9",1024,"8,5",1031,"9,0",27229,evreux
4 enfants ou plus,613,"4,9",557,"4,6",576,"5,0",27229,evreux
Ensemble,6475,"100,0",6053,"100,0",6246,"100,0",27681,vernon
Aucun enfant,2867,"44,3",2669,"44,1",2910,"46,6",27681,vernon
1 enfant,1409,"21,8",1345,"22,2",1290,"20,7",27681,vernon
2 enfants,1242,"19,2",1186,"19,6",1133,"18,1",27681,vernon
3 enfants,611,"9,4",580,"9,6",614,"9,8",27681,vernon
4 enfants ou plus,346,"5,3",273,"4,5",298,"4,8",27681,vernon
Ensemble,9810,"100,0",10002,"100,0",9650,"100,0",28085,chartres
Aucun enfant,4959,"50,5",5094,"50,9",4878,"50,6",28085,chartres
1 enfant,2294,"23,4",2264,"22,6",2146,"22,2",28085,chartres
2 enfants,1566,"16,0",1648,"16,5",1607,"16,7",28085,chartres
3 enfants,670,"6,8",711,"7,1",674,"7,0",28085,chartres
4 enfants ou plus,321,"3,3",285,"2,9",344,"3,6",28085,chartres
Ensemble,7997,"100,0",7632,"100,0",7650,"100,0",28134,dreux
Aucun enfant,3112,"38,9",2950,"38,7",3107,"40,6",28134,dreux
1 enfant,1881,"23,5",1816,"23,8",1557,"20,3",28134,dreux
2 enfants,1612,"20,2",1485,"19,4",1339,"17,5",28134,dreux
3 enfants,862,"10,8",928,"12,2",957,"12,5",28134,dreux
4 enfants ou plus,531,"6,6",454,"6,0",692,"9,0",28134,dreux
Ensemble,33723,"100,0",31819,"100,0",31217,"100,0",29019,brest
Aucun enfant,16239,"48,2",15594,"49,0",15528,"49,7",29019,brest
1 enfant,8104,"24,0",7649,"24,0",7354,"23,6",29019,brest
2 enfants,6224,"18,5",5847,"18,4",5476,"17,5",29019,brest
3 enfants,2476,"7,3",2052,"6,4",2007,"6,4",29019,brest
4 enfants ou plus,680,"2,0",676,"2,1",850,"2,7",29019,brest
Ensemble,5184,"100,0",5218,"100,0",5735,"100,0",29039,concarneau
Aucun enfant,2802,"54,0",2911,"55,8",3435,"59,9",29039,concarneau
1 enfant,1115,"21,5",1105,"21,2",1119,"19,5",29039,concarneau
2 enfants,923,"17,8",874,"16,7",914,"15,9",29039,concarneau
3 enfants,293,"5,7",269,"5,2",235,"4,1",29039,concarneau
4 enfants ou plus,52,"1,0",60,"1,1",31,"0,5",29039,concarneau
Ensemble,15816,"100,0",15628,"100,0",15633,"100,0",29232,quimper
Aucun enfant,7983,"50,5",7863,"50,3",7983,"51,1",29232,quimper
1 enfant,3644,"23,0",3566,"22,8",3612,"23,1",29232,quimper
2 enfants,2937,"18,6",2961,"18,9",2886,"18,5",29232,quimper
3 enfants,976,"6,2",927,"5,9",902,"5,8",29232,quimper
4 enfants ou plus,277,"1,8",311,"2,0",249,"1,6",29232,quimper
Ensemble,18760,"100,0",20090,"100,0",22236,"100,0",2A004,ajaccio
Aucun enfant,8949,"47,7",10015,"49,9",10980,"49,4",2A004,ajaccio
1 enfant,5468,"29,1",5670,"28,2",5854,"26,3",2A004,ajaccio
2 enfants,3405,"18,2",3396,"16,9",4307,"19,4",2A004,ajaccio
3 enfants,723,"3,9",746,"3,7",930,"4,2",2A004,ajaccio
4 enfants ou plus,215,"1,1",262,"1,3",165,"0,7",2A004,ajaccio
Ensemble,12097,"100,0",12476,"100,0",15399,"100,0",2B033,bastia
Aucun enfant,5863,"48,5",5834,"46,8",8233,"53,5",2B033,bastia
1 enfant,3506,"29,0",3613,"29,0",4198,"27,3",2B033,bastia
2 enfants,2097,"17,3",2338,"18,7",2362,"15,3",2B033,bastia
3 enfants,492,"4,1",595,"4,8",479,"3,1",2B033,bastia
4 enfants ou plus,139,"1,1",96,"0,8",127,"0,8",2B033,bastia
Ensemble,11009,"100,0",10248,"100,0",11496,"100,0",30007,ales
Aucun enfant,5747,"52,2",5426,"52,9",5888,"51,2",30007,ales
1 enfant,2585,"23,5",2373,"23,2",2732,"23,8",30007,ales
2 enfants,1714,"15,6",1626,"15,9",1870,"16,3",30007,ales
3 enfants,664,"6,0",552,"5,4",698,"6,1",30007,ales
4 enfants ou plus,299,"2,7",271,"2,6",307,"2,7",30007,ales
Ensemble,36072,"100,0",37234,"100,0",36491,"100,0",30189,nimes
Aucun enfant,16414,"45,5",17563,"47,2",17396,"47,7",30189,nimes
1 enfant,9075,"25,2",9110,"24,5",8511,"23,3",30189,nimes
2 enfants,6622,"18,4",6253,"16,8",6135,"16,8",30189,nimes
3 enfants,2740,"7,6",2868,"7,7",2900,"7,9",30189,nimes
4 enfants ou plus,1221,"3,4",1441,"3,9",1549,"4,2",30189,nimes
Ensemble,6011,"100,0",6505,"100,0",7029,"100,0",31069,blagnac
Aucun enfant,2856,"47,5",3062,"47,1",3297,"46,9",31069,blagnac
1 enfant,1597,"26,6",1716,"26,4",1827,"26,0",31069,blagnac
2 enfants,1234,"20,5",1314,"20,2",1322,"18,8",31069,blagnac
3 enfants,259,"4,3",318,"4,9",439,"6,3",31069,blagnac
4 enfants ou plus,65,"1,1",96,"1,5",143,"2,0",31069,blagnac
Ensemble,10010,"100,0",10931,"100,0",11040,"100,0",31149,colomiers
Aucun enfant,4146,"41,4",4561,"41,7",4617,"41,8",31149,colomiers
1 enfant,2693,"26,9",2956,"27,0",2759,"25,0",31149,colomiers
2 enfants,2301,"23,0",2504,"22,9",2567,"23,3",31149,colomiers
3 enfants,647,"6,5",704,"6,4",816,"7,4",31149,colomiers
4 enfants ou plus,223,"2,2",207,"1,9",280,"2,5",31149,colomiers
Ensemble,4585,"100,0",5011,"100,0",5693,"100,0",31157,cugnaux
Aucun enfant,2147,"46,8",2169,"43,3",2433,"42,7",31157,cugnaux
1 enfant,1141,"24,9",1232,"24,6",1473,"25,9",31157,cugnaux
2 enfants,951,"20,7",1117,"22,3",1226,"21,5",31157,cugnaux
3 enfants,280,"6,1",394,"7,9",412,"7,2",31157,cugnaux
4 enfants ou plus,66,"1,4",100,"2,0",148,"2,6",31157,cugnaux
Ensemble,6502,"100,0",6831,"100,0",6509,"100,0",31395,muret
Aucun enfant,3020,"46,5",3194,"46,8",3169,"48,7",31395,muret
1 enfant,1740,"26,8",1697,"24,8",1400,"21,5",31395,muret
2 enfants,1187,"18,3",1390,"20,3",1260,"19,4",31395,muret
3 enfants,434,"6,7",410,"6,0",482,"7,4",31395,muret
4 enfants ou plus,120,"1,8",141,"2,1",198,"3,0",31395,muret
Ensemble,100331,"100,0",107100,"100,0",113142,"100,0",31555,toulouse
Aucun enfant,49695,"49,5",52969,"49,5",55760,"49,3",31555,toulouse
1 enfant,25834,"25,7",27117,"25,3",28075,"24,8",31555,toulouse
2 enfants,17156,"17,1",18822,"17,6",19922,"17,6",31555,toulouse
3 enfants,5472,"5,5",5922,"5,5",6769,"6,0",31555,toulouse
4 enfants ou plus,2174,"2,2",2269,"2,1",2616,"2,3",31555,toulouse
Ensemble,7419,"100,0",7740,"100,0",8696,"100,0",31557,tournefeuille
Aucun enfant,3191,"43,0",3524,"45,5",4079,"46,9",31557,tournefeuille
1 enfant,1677,"22,6",1675,"21,6",1968,"22,6",31557,tournefeuille
2 enfants,1882,"25,4",1909,"24,7",2007,"23,1",31557,tournefeuille
3 enfants,557,"7,5",495,"6,4",503,"5,8",31557,tournefeuille
4 enfants ou plus,112,"1,5",138,"1,8",139,"1,6",31557,tournefeuille
Ensemble,5695,"100,0",5458,"100,0",5708,"100,0",32013,auch
Aucun enfant,3322,"58,3",3046,"55,8",3135,"54,9",32013,auch
1 enfant,1304,"22,9",1258,"23,0",1261,"22,1",32013,auch
2 enfants,808,"14,2",750,"13,7",875,"15,3",32013,auch
3 enfants,203,"3,6",289,"5,3",329,"5,8",32013,auch
4 enfants ou plus,58,"1,0",115,"2,1",108,"1,9",32013,auch
Ensemble,7063,"100,0",7489,"100,0",8407,"100,0",33039,begles
Aucun enfant,3395,"48,1",3350,"44,7",3889,"46,3",33039,begles
1 enfant,1921,"27,2",1994,"26,6",2214,"26,3",33039,begles
2 enfants,1328,"18,8",1628,"21,7",1772,"21,1",33039,begles
3 enfants,333,"4,7",421,"5,6",396,"4,7",33039,begles
4 enfants ou plus,86,"1,2",96,"1,3",137,"1,6",33039,begles
Ensemble,53230,"100,0",55380,"100,0",60083,"100,0",33063,bordeaux
Aucun enfant,26158,"49,1",27110,"49,0",30002,"49,9",33063,bordeaux
1 enfant,13786,"25,9",14259,"25,7",14802,"24,6",33063,bordeaux
2 enfants,8985,"16,9",9891,"17,9",10826,"18,0",33063,bordeaux
3 enfants,3226,"6,1",3098,"5,6",3394,"5,6",33063,bordeaux
4 enfants ou plus,1076,"2,0",1023,"1,8",1059,"1,8",33063,bordeaux
Ensemble,6371,"100,0",6559,"100,0",6655,"100,0",33069,le-bouscat
Aucun enfant,3096,"48,6",3087,"47,1",3030,"45,5",33069,le-bouscat
1 enfant,1569,"24,6",1669,"25,4",1758,"26,4",33069,le-bouscat
2 enfants,1288,"20,2",1325,"20,2",1341,"20,1",33069,le-bouscat
3 enfants,335,"5,3",375,"5,7",418,"6,3",33069,le-bouscat
4 enfants ou plus,82,"1,3",104,"1,6",109,"1,6",33069,le-bouscat
Ensemble,4356,"100,0",5312,"100,0",5603,"100,0",33075,bruges
Aucun enfant,1951,"44,8",2259,"42,5",2375,"42,4",33075,bruges
1 enfant,1210,"27,8",1621,"30,5",1656,"29,6",33075,bruges
2 enfants,979,"22,5",1167,"22,0",1215,"21,7",33075,bruges
3 enfants,177,"4,1",216,"4,1",291,"5,2",33075,bruges
4 enfants ou plus,39,"0,9",50,"0,9",65,"1,2",33075,bruges
Ensemble,5904,"100,0",6425,"100,0",6695,"100,0",33119,cenon
Aucun enfant,2572,"43,6",2718,"42,3",3128,"46,7",33119,cenon
1 enfant,1471,"24,9",1776,"27,6",1630,"24,3",33119,cenon
2 enfants,1174,"19,9",1230,"19,1",1162,"17,4",33119,cenon
3 enfants,506,"8,6",499,"7,8",545,"8,1",33119,cenon
4 enfants ou plus,180,"3,1",202,"3,1",230,"3,4",33119,cenon
Ensemble,5597,"100,0",6486,"100,0",6595,"100,0",33162,eysines
Aucun enfant,2553,"45,6",2865,"44,2",2852,"43,2",33162,eysines
1 enfant,1427,"25,5",1796,"27,7",1821,"27,6",33162,eysines
2 enfants,1217,"21,7",1347,"20,8",1371,"20,8",33162,eysines
3 enfants,321,"5,7",375,"5,8",439,"6,7",33162,eysines
4 enfants ou plus,80,"1,4",102,"1,6",113,"1,7",33162,eysines
Ensemble,6133,"100,0",6513,"100,0",6632,"100,0",33192,gradignan
Aucun enfant,3366,"54,9",3417,"52,5",3395,"51,2",33192,gradignan
1 enfant,1244,"20,3",1438,"22,1",1444,"21,8",33192,gradignan
2 enfants,1152,"18,8",1199,"18,4",1369,"20,6",33192,gradignan
3 enfants,321,"5,2",363,"5,6",342,"5,1",33192,gradignan
4 enfants ou plus,50,"0,8",96,"1,5",83,"1,2",33192,gradignan
Ensemble,5991,"100,0",6512,"100,0",6983,"100,0",33199,gujan-mestras
Aucun enfant,3388,"56,6",3821,"58,7",3948,"56,5",33199,gujan-mestras
1 enfant,1202,"20,1",1299,"19,9",1515,"21,7",33199,gujan-mestras
2 enfants,1096,"18,3",1075,"16,5",1205,"17,3",33199,gujan-mestras
3 enfants,262,"4,4",272,"4,2",268,"3,8",33199,gujan-mestras
4 enfants ou plus,42,"0,7",46,"0,7",47,"0,7",33199,gujan-mestras
Ensemble,6353,"100,0",6396,"100,0",6075,"100,0",33243,libourne
Aucun enfant,3184,"50,1",2958,"46,2",3034,"49,9",33243,libourne
1 enfant,1584,"24,9",1615,"25,3",1387,"22,8",33243,libourne
2 enfants,1164,"18,3",1221,"19,1",1160,"19,1",33243,libourne
3 enfants,322,"5,1",450,"7,0",355,"5,8",33243,libourne
4 enfants ou plus,99,"1,6",152,"2,4",140,"2,3",33243,libourne
Ensemble,5126,"100,0",5708,"100,0",6214,"100,0",33249,lormont
Aucun enfant,2092,"40,8",2300,"40,3",2531,"40,7",33249,lormont
1 enfant,1363,"26,6",1449,"25,4",1650,"26,6",33249,lormont
2 enfants,931,"18,2",1132,"19,8",1270,"20,4",33249,lormont
3 enfants,567,"11,1",629,"11,0",553,"8,9",33249,lormont
4 enfants ou plus,173,"3,4",198,"3,5",209,"3,4",33249,lormont
Ensemble,17901,"100,0",18921,"100,0",20091,"100,0",33281,merignac
Aucun enfant,8347,"46,6",9167,"48,5",9629,"47,9",33281,merignac
1 enfant,4831,"27,0",4756,"25,1",5204,"25,9",33281,merignac
2 enfants,3500,"19,6",3873,"20,5",3936,"19,6",33281,merignac
3 enfants,979,"5,5",932,"4,9",1085,"5,4",33281,merignac
4 enfants ou plus,244,"1,4",192,"1,0",238,"1,2",33281,merignac
Ensemble,15438,"100,0",16174,"100,0",16622,"100,0",33318,pessac
Aucun enfant,7324,"47,4",7603,"47,0",7614,"45,8",33318,pessac
1 enfant,3744,"24,3",3900,"24,1",3878,"23,3",33318,pessac
2 enfants,3190,"20,7",3406,"21,1",3600,"21,7",33318,pessac
3 enfants,938,"6,1",1037,"6,4",1176,"7,1",33318,pessac
4 enfants ou plus,242,"1,6",228,"1,4",354,"2,1",33318,pessac
Ensemble,8422,"100,0",9349,"100,0",9713,"100,0",33449,saint-medard-en-jalles
Aucun enfant,3900,"46,3",4390,"47,0",4323,"44,5",33449,saint-medard-en-jalles
1 enfant,1823,"21,6",2215,"23,7",2403,"24,7",33449,saint-medard-en-jalles
2 enfants,2082,"24,7",2181,"23,3",2356,"24,3",33449,saint-medard-en-jalles
3 enfants,564,"6,7",496,"5,3",557,"5,7",33449,saint-medard-en-jalles
4 enfants ou plus,53,"0,6",67,"0,7",74,"0,8",33449,saint-medard-en-jalles
Ensemble,9041,"100,0",9228,"100,0",10004,"100,0",33522,talence
Aucun enfant,4481,"49,6",4432,"48,0",4815,"48,1",33522,talence
1 enfant,2289,"25,3",2234,"24,2",2422,"24,2",33522,talence
2 enfants,1697,"18,8",1864,"20,2",1923,"19,2",33522,talence
3 enfants,445,"4,9",558,"6,0",616,"6,2",33522,talence
4 enfants ou plus,130,"1,4",140,"1,5",228,"2,3",33522,talence
Ensemble,7430,"100,0",7832,"100,0",8025,"100,0",33529,la-teste-de-buch
Aucun enfant,4017,"54,1",4439,"56,7",4916,"61,3",33529,la-teste-de-buch
1 enfant,1697,"22,8",1730,"22,1",1706,"21,3",33529,la-teste-de-buch
2 enfants,1309,"17,6",1279,"16,3",1124,"14,0",33529,la-teste-de-buch
3 enfants,355,"4,8",332,"4,2",207,"2,6",33529,la-teste-de-buch
4 enfants ou plus,52,"0,7",52,"0,7",72,"0,9",33529,la-teste-de-buch
Ensemble,8350,"100,0",9173,"100,0",11260,"100,0",33550,villenave-d-ornon
Aucun enfant,3989,"47,8",4407,"48,0",5321,"47,3",33550,villenave-d-ornon
1 enfant,2162,"25,9",2335,"25,5",2927,"26,0",33550,villenave-d-ornon
2 enfants,1688,"20,2",1894,"20,7",2280,"20,3",33550,villenave-d-ornon
3 enfants,413,"4,9",448,"4,9",598,"5,3",33550,villenave-d-ornon
4 enfants ou plus,99,"1,2",88,"1,0",134,"1,2",33550,villenave-d-ornon
Ensemble,7519,"100,0",7897,"100,0",8270,"100,0",34003,agde
Aucun enfant,4256,"56,6",4666,"59,1",5162,"62,4",34003,agde
1 enfant,1668,"22,2",1663,"21,1",1696,"20,5",34003,agde
2 enfants,1201,"16,0",1131,"14,3",1022,"12,4",34003,agde
3 enfants,312,"4,1",349,"4,4",305,"3,7",34003,agde
4 enfants ou plus,82,"1,1",88,"1,1",86,"1,0",34003,agde
Ensemble,18721,"100,0",19654,"100,0",20631,"100,0",34032,beziers
Aucun enfant,9470,"50,6",9502,"48,3",9790,"47,5",34032,beziers
1 enfant,4410,"23,6",4593,"23,4",4811,"23,3",34032,beziers
2 enfants,2940,"15,7",3359,"17,1",3379,"16,4",34032,beziers
3 enfants,1275,"6,8",1480,"7,5",1835,"8,9",34032,beziers
4 enfants ou plus,625,"3,3",720,"3,7",817,"4,0",34032,beziers
Ensemble,4287,"100,0",5398,"100,0",6666,"100,0",34057,castelnau-le-lez
Aucun enfant,2187,"51,0",2737,"50,7",3319,"49,8",34057,castelnau-le-lez
1 enfant,853,"19,9",1213,"22,5",1600,"24,0",34057,castelnau-le-lez
2 enfants,865,"20,2",1047,"19,4",1265,"19,0",34057,castelnau-le-lez
3 enfants,309,"7,2",323,"6,0",389,"5,8",34057,castelnau-le-lez
4 enfants ou plus,72,"1,7",78,"1,4",92,"1,4",34057,castelnau-le-lez
Ensemble,6737,"100,0",6791,"100,0",6961,"100,0",34108,frontignan
Aucun enfant,3289,"48,8",3489,"51,4",3459,"49,7",34108,frontignan
1 enfant,1643,"24,4",1640,"24,2",1600,"23,0",34108,frontignan
2 enfants,1251,"18,6",1258,"18,5",1369,"19,7",34108,frontignan
3 enfants,438,"6,5",303,"4,5",386,"5,5",34108,frontignan
4 enfants ou plus,116,"1,7",101,"1,5",147,"2,1",34108,frontignan
Ensemble,7077,"100,0",6963,"100,0",7532,"100,0",34145,lunel
Aucun enfant,3224,"45,6",3160,"45,4",3802,"50,5",34145,lunel
1 enfant,1669,"23,6",1645,"23,6",1747,"23,2",34145,lunel
2 enfants,1378,"19,5",1359,"19,5",1230,"16,3",34145,lunel
3 enfants,594,"8,4",584,"8,4",543,"7,2",34145,lunel
4 enfants ou plus,211,"3,0",215,"3,1",210,"2,8",34145,lunel
Ensemble,58551,"100,0",61612,"100,0",68171,"100,0",34172,montpellier
Aucun enfant,27186,"46,4",28562,"46,4",31707,"46,5",34172,montpellier
1 enfant,15314,"26,2",15908,"25,8",17025,"25,0",34172,montpellier
2 enfants,10488,"17,9",10984,"17,8",11708,"17,2",34172,montpellier
3 enfants,3814,"6,5",4393,"7,1",5167,"7,6",34172,montpellier
4 enfants ou plus,1748,"3,0",1765,"2,9",2564,"3,8",34172,montpellier
Ensemble,11708,"100,0",11677,"100,0",12253,"100,0",34301,sete
Aucun enfant,6336,"54,1",6377,"54,6",6998,"57,1",34301,sete
1 enfant,2885,"24,6",2606,"22,3",2725,"22,2",34301,sete
2 enfants,1693,"14,5",1829,"15,7",1641,"13,4",34301,sete
3 enfants,574,"4,9",601,"5,1",586,"4,8",34301,sete
4 enfants ou plus,222,"1,9",265,"2,3",303,"2,5",34301,sete
Ensemble,5133,"100,0",5229,"100,0",5344,"100,0",35115,fougeres
Aucun enfant,2779,"54,1",2956,"56,5",2994,"56,0",35115,fougeres
1 enfant,1095,"21,3",1018,"19,5",1074,"20,1",35115,fougeres
2 enfants,886,"17,3",833,"15,9",859,"16,1",35115,fougeres
3 enfants,289,"5,6",343,"6,6",298,"5,6",35115,fougeres
4 enfants ou plus,83,"1,6",79,"1,5",119,"2,2",35115,fougeres
Ensemble,45216,"100,0",46338,"100,0",48566,"100,0",35238,rennes
Aucun enfant,23163,"51,2",23022,"49,7",24191,"49,8",35238,rennes
1 enfant,10295,"22,8",10710,"23,1",11097,"22,8",35238,rennes
2 enfants,7744,"17,1",8174,"17,6",8469,"17,4",35238,rennes
3 enfants,2913,"6,4",3132,"6,8",3277,"6,7",35238,rennes
4 enfants ou plus,1101,"2,4",1300,"2,8",1532,"3,2",35238,rennes
Ensemble,12423,"100,0",12016,"100,0",12500,"100,0",35288,saint-malo
Aucun enfant,6982,"56,2",7006,"58,3",7735,"61,9",35288,saint-malo
1 enfant,2615,"21,1",2582,"21,5",2293,"18,3",35288,saint-malo
2 enfants,1936,"15,6",1723,"14,3",1752,"14,0",35288,saint-malo
3 enfants,693,"5,6",555,"4,6",571,"4,6",35288,saint-malo
4 enfants ou plus,196,"1,6",150,"1,2",149,"1,2",35288,saint-malo
Ensemble,12339,"100,0",11314,"100,0",10939,"100,0",36044,chateauroux
Aucun enfant,6563,"53,2",5782,"51,1",5661,"51,8",36044,chateauroux
1 enfant,2806,"22,7",2555,"22,6",2457,"22,5",36044,chateauroux
2 enfants,2008,"16,3",1994,"17,6",1724,"15,8",36044,chateauroux
3 enfants,685,"5,5",642,"5,7",682,"6,2",36044,chateauroux
4 enfants ou plus,278,"2,2",340,"3,0",415,"3,8",36044,chateauroux
Ensemble,10156,"100,0",10267,"100,0",10260,"100,0",37122,joue-les-tours
Aucun enfant,5418,"53,3",5151,"50,2",5259,"51,3",37122,joue-les-tours
1 enfant,2089,"20,6",2214,"21,6",2119,"20,7",37122,joue-les-tours
2 enfants,1755,"17,3",1831,"17,8",1716,"16,7",37122,joue-les-tours
3 enfants,638,"6,3",766,"7,5",746,"7,3",37122,joue-les-tours
4 enfants ou plus,257,"2,5",305,"3,0",419,"4,1",37122,joue-les-tours
Ensemble,31126,"100,0",31050,"100,0",30142,"100,0",37261,tours
Aucun enfant,16102,"51,7",15581,"50,2",15552,"51,6",37261,tours
1 enfant,7207,"23,2",7288,"23,5",6535,"21,7",37261,tours
2 enfants,5153,"16,6",5391,"17,4",5233,"17,4",37261,tours
3 enfants,1842,"5,9",1913,"6,2",1944,"6,4",37261,tours
4 enfants ou plus,822,"2,6",878,"2,8",877,"2,9",37261,tours
Ensemble,6955,"100,0",7157,"100,0",7680,"100,0",38053,bourgoin-jallieu
Aucun enfant,3218,"46,3",3229,"45,1",3383,"44,1",38053,bourgoin-jallieu
1 enfant,1716,"24,7",1773,"24,8",1760,"22,9",38053,bourgoin-jallieu
2 enfants,1284,"18,5",1379,"19,3",1469,"19,1",38053,bourgoin-jallieu
3 enfants,459,"6,6",553,"7,7",746,"9,7",38053,bourgoin-jallieu
4 enfants ou plus,278,"4,0",223,"3,1",322,"4,2",38053,bourgoin-jallieu
Ensemble,9760,"100,0",9431,"100,0",9580,"100,0",38151,echirolles
Aucun enfant,4213,"43,2",4073,"43,2",4085,"42,6",38151,echirolles
1 enfant,2285,"23,4",2175,"23,1",2156,"22,5",38151,echirolles
2 enfants,2155,"22,1",1879,"19,9",1865,"19,5",38151,echirolles
3 enfants,796,"8,2",985,"10,4",1042,"10,9",38151,echirolles
4 enfants ou plus,311,"3,2",319,"3,4",432,"4,5",38151,echirolles
Ensemble,6117,"100,0",6131,"100,0",6148,"100,0",38169,fontaine
Aucun enfant,2853,"46,6",2878,"46,9",2924,"47,6",38169,fontaine
1 enfant,1477,"24,1",1463,"23,9",1322,"21,5",38169,fontaine
2 enfants,1208,"19,7",1209,"19,7",1253,"20,4",38169,fontaine
3 enfants,428,"7,0",460,"7,5",458,"7,5",38169,fontaine
4 enfants ou plus,152,"2,5",121,"2,0",190,"3,1",38169,fontaine
Ensemble,35671,"100,0",36376,"100,0",34889,"100,0",38185,grenoble
Aucun enfant,18046,"50,6",17747,"48,8",17217,"49,3",38185,grenoble
1 enfant,8260,"23,2",8299,"22,8",7624,"21,9",38185,grenoble
2 enfants,6247,"17,5",6943,"19,1",6331,"18,1",38185,grenoble
3 enfants,2352,"6,6",2438,"6,7",2528,"7,2",38185,grenoble
4 enfants ou plus,766,"2,1",949,"2,6",1189,"3,4",38185,grenoble
Ensemble,8321,"100,0",8770,"100,0",8689,"100,0",38421,saint-martin-d-heres
Aucun enfant,3673,"44,1",3972,"45,3",3821,"44,0",38421,saint-martin-d-heres
1 enfant,2044,"24,6",1997,"22,8",1989,"22,9",38421,saint-martin-d-heres
2 enfants,1756,"21,1",1883,"21,5",1875,"21,6",38421,saint-martin-d-heres
3 enfants,652,"7,8",715,"8,2",769,"8,8",38421,saint-martin-d-heres
4 enfants ou plus,196,"2,4",202,"2,3",235,"2,7",38421,saint-martin-d-heres
Ensemble,7631,"100,0",7554,"100,0",7953,"100,0",38544,vienne
Aucun enfant,3535,"46,3",3502,"46,4",3413,"42,9",38544,vienne
1 enfant,1799,"23,6",1780,"23,6",1945,"24,5",38544,vienne
2 enfants,1478,"19,4",1392,"18,4",1578,"19,8",38544,vienne
3 enfants,566,"7,4",643,"8,5",700,"8,8",38544,vienne
4 enfants ou plus,254,"3,3",238,"3,1",317,"4,0",38544,vienne
Ensemble,5372,"100,0",5517,"100,0",5603,"100,0",38563,voiron
Aucun enfant,2767,"51,5",2714,"49,2",2794,"49,9",38563,voiron
1 enfant,1162,"21,6",1186,"21,5",1251,"22,3",38563,voiron
2 enfants,959,"17,8",1079,"19,6",1062,"19,0",38563,voiron
3 enfants,388,"7,2",441,"8,0",378,"6,7",38563,voiron
4 enfants ou plus,95,"1,8",98,"1,8",118,"2,1",38563,voiron
Ensemble,6454,"100,0",5941,"100,0",6035,"100,0",39198,dole
Aucun enfant,3187,"49,4",3046,"51,3",3237,"53,6",39198,dole
1 enfant,1560,"24,2",1268,"21,3",1267,"21,0",39198,dole
2 enfants,1088,"16,9",1005,"16,9",963,"16,0",39198,dole
3 enfants,459,"7,1",475,"8,0",411,"6,8",39198,dole
4 enfants ou plus,159,"2,5",146,"2,5",157,"2,6",39198,dole
Ensemble,5206,"100,0",5038,"100,0",5121,"100,0",40088,dax
Aucun enfant,2870,"55,1",2830,"56,2",2920,"57,0",40088,dax
1 enfant,1391,"26,7",1247,"24,8",1174,"22,9",40088,dax
2 enfants,643,"12,4",738,"14,6",717,"14,0",40088,dax
3 enfants,225,"4,3",160,"3,2",232,"4,5",40088,dax
4 enfants ou plus,77,"1,5",63,"1,2",78,"1,5",40088,dax
Ensemble,8042,"100,0",7911,"100,0",7830,"100,0",40192,mont-de-marsan
Aucun enfant,4132,"51,4",4314,"54,5",4162,"53,2",40192,mont-de-marsan
1 enfant,1890,"23,5",1815,"22,9",1730,"22,1",40192,mont-de-marsan
2 enfants,1402,"17,4",1234,"15,6",1291,"16,5",40192,mont-de-marsan
3 enfants,507,"6,3",419,"5,3",467,"6,0",40192,mont-de-marsan
4 enfants ou plus,111,"1,4",129,"1,6",181,"2,3",40192,mont-de-marsan
Ensemble,11496,"100,0",10927,"100,0",11161,"100,0",41018,blois
Aucun enfant,5589,"48,6",5203,"47,6",5122,"45,9",41018,blois
1 enfant,2559,"22,3",2438,"22,3",2322,"20,8",41018,blois
2 enfants,2057,"17,9",1916,"17,5",2147,"19,2",41018,blois
3 enfants,794,"6,9",898,"8,2",1019,"9,1",41018,blois
4 enfants ou plus,496,"4,3",472,"4,3",551,"4,9",41018,blois
Ensemble,8902,"100,0",8327,"100,0",8088,"100,0",42187,roanne
Aucun enfant,4688,"52,7",4308,"51,7",4203,"52,0",42187,roanne
1 enfant,1939,"21,8",1834,"22,0",1918,"23,7",42187,roanne
